title,year,abstract,journal,authors
Natural Language Processing Based Information Extraction from Drilling Reports to Classify Drilling Dysfunction Severity,NA,,NA,"['S Srivastava', 'RN Shah', 'C Teodoriu']"
Artificial intelligence for electricity supply chain automation,2022,Artificial Intelligence techniques are  Artificial Intelligence paradigm on the automation of  the Electricity Supply Chain. We describe the emerging automation through Artificial Intelligence,… and Sustainable Energy …,"['L Richter', 'M Lehna', 'S Marchand', 'C Scholz']"
"Synergizing Artificial Intelligence, 5G, and Cloud Computing for Efficient Energy Conversion Using Agricultural Waste",2023,"The combination of artificial intelligence, 5G technology, and cloud computing has altered  energy  Renewable energy sources like solar, wind, hydroelectric, and geothermal power are",… Science and Intelligent …,"['AV Agrawal', 'G Shashibhushan', 'S Pradeep']"
Characteristics of vapor-dominated geothermal systems from the viewpoint of resistivity structure,2020,"artificial intelligence technology based on the 3D resistivity structure and geological data.   of deep geothermal structures and drilling bit life using artificial intelligence"" organized by the",AGU Fall Meeting Abstracts,"['K Aoyama', 'T Mogi', 'K Suzuki']"
"… Well for Aquifer Integrity Conformance by Pressure Transient Analysis: Presence of Hydraulic Fracturing, the Operation of Wastewater, CO2 Storage, and Geothermal …",2024,"It is very important to determine the characteristics of the nature of geological faults in the  stage of production and exploration of hydrocarbons. However, there is no cost-effective",Sustainability Applied to …,['GE Rodriguez-Robles']
A Surrogate Model-Based Optimization Approach for Geothermal Well-Doublet Placement Using a Regularized Lstm-Cnn Model and Grey Wolf Optimizer,NA,"geothermal field to describe the fluid flow and energy transport and 62 pointed out that the  hot-water geothermal field  Nowadays, the employment of Artificial Intelligence (AI) models is",Available at SSRN …,"['F Li', 'X Guo', 'X Qi', 'B Feng', 'J Liu', 'J Chen', 'Y Xie']"
Well-placement optimization in an enhanced geothermal system based on the fracture continuum method and 0-1 programming,2019,[29] optimized a new injection well-placement using simulated annealing based on the  Kizildere geothermal field. A trained artificial neural network replaced the commercial simulators,Energies,"['L Zhang', 'Z Deng', 'K Zhang', 'T Long', 'JK Desbordes']"
"Exploring North Sea Fractured Sandstone Properties: Artificial Intelligence, Multiscale Imaging, Pore-Fracture Network Analysis and Experimental Results",2024,"Fractured reservoirs are complex but essential environmental resources in many industrial  applications, including the oil and gas industry, geothermal extraction, and gas storage for",SPE Europec featured …,"['CT Panaitescu', 'K Wu', 'ME Kartal', 'Y Tanino']"
Applications of geothermal organic Rankine Cycle for electricity production,2020,powered by geothermal resource  as geothermal resource having low temperature (below  150 ᵒC). The applications of organic Rankine cycle for electricity production from geothermal,Journal of Cleaner …,"['A Ahmadi', 'MEH Assad', 'DH Jamali', 'R Kumar']"
"Constraining temperature at depth of the Kakkonda geothermal field, Japan, using Bayesian rock-physics modelling of resistivity: Implications to the deep …",2022,"In addition, to avoid the confusion about the term supercritical geothermal resources, we  note that the deep geothermal resources can contain a single-phase supercritical and/or",Geothermics,"['K Ishitsuka', 'Y Yamaya', 'N Watanabe', 'Y Kobayashi']"
Recent advances in machine learning research for nanofluid-based heat transfer in renewable energy system,2022,"As a result, renewable sources of energy such as biomass, solar, geothermal, wind, and   a hybrid artificial intelligence approach that blends fuzzy logic and artificial neural networks.",Energy & …,"['P Sharma', 'Z Said', 'A Kumar', 'S Nizetic', 'A Pandey']"
Passing Drilling Optimization and Cost Reduction Methods to Deep Geothermal Drilling in the Relay race Ahead,2022,Geothermal project development challenges are mostly due  Having optimized the main  stages in geothermal project  be applied to deep geothermal drilling with common challenges,EAGE GET …,"['V Daneshkhah', 'G Younesi', 'E Daneshkhah']"
Real-Time Prediction of Bottom-hole Circulating Temperature in Utah FORGE Wells Using Machine Learning Models,2023,-hole circulating temperature (BHCT) during geothermal drilling is crucial for maximizing the   of various machine learning (ML) models in predicting the BHCT during geothermal drilling,Available at SSRN …,"['MS Khaled', 'N Wang', 'P Ashok', 'E van Oort']"
… of economic complexity and technological innovation for ecological footprint in newly industrialized countries: Does geothermal energy consumption matter?,2023,"by utilizing geothermal energy. However [43], revealed that generating geothermal energy   This is because technologies (high-tech internet, artificial intelligence, and ICTs) have fused",Renewable Energy,"['MA Bashir', 'Z Dengfeng', 'BZ Filipiak', 'Y Bilan', 'L Vasa']"
Stuck Pipe Prediction in Utah FORGE Geothermal Wells,2023,"The work will help reduce geothermal well construction (which is expected to expand   However, the approach is not specific to geothermal well construction and can be expanded to all",SPE Annual Technical Conference …,"['AC Montes', 'P Ashok', 'E van Oort']"
Artificial intelligence powered large-scale renewable integrations in multi-energy systems for carbon neutrality transition: Challenges and future perspectives,2022,"sophisticated, in terms of intelligent control management. Artificial intelligent (AI) techniques   -inspired lessons and provide power systems with intelligence. However, there are few in-",Energy and AI,"['Z Liu', 'Y Sun', 'C Xing', 'J Liu', 'Y He', 'Y Zhou', 'G Zhang']"
A survey on advanced machine learning and deep learning techniques assisting in renewable energy generation,2023,"As machine learning and artificial intelligence have advanced, so has the use of intelligent   and deep learning have the ability to increase geothermal energy’s economic strength while",Environ Sci Pollut Res,['B Sri Revathi']
Mathematical modeling of power generation from day-night temperature drop using neural networks and artificial intelligence,2019,"Usually, wind energetics, solar power engineering, geothermal sources are considered on   For example, wind-driven power stations and geothermal stations shall be located in areas",… Multi-Conference on …,"['VA Cheluhin', 'MS Krujaev']"
A Simulation-Optimization Approach of Geothermal Well-Doublet Placement in North China Using Back Propagation Neural Network and Genetic Algorithm,NA,"artificial intelligence algorithms such as genetic algorithm [37, 38], cat swarm 180   geothermal reservoirs to optimize the well placement of multi-well or well-doublet, 182",Available at SSRN 4610142,"['F Li', 'J Liu', 'M Lei', 'K Yan']"
"Bibliographical progress in hybrid renewable energy systems' integration, modelling, optimization, and artificial intelligence applications: A critical review and future …",2023,Citation2020) showed that geothermal does not have the intermittency of other  of geothermal  with solar (45% of systems) followed by the integration of cooling towers with geothermal,"Energy Sources, Part …","['P Wei', 'O Bamisile', 'H Adun', 'D Cai']"
Using artificial intelligence methods for power estimation in photovoltaic panels.,2022,"sources such as solar, wind, hydrogen and geothermal is also growing. In addition to all  these,  In this study, feedforward back propagation artificial neural networks and KNN (K-Nearest",NA,"['D Akal', 'İ Umut']"
Design of portable medical cooler with artificial intelligent control,2014,"Scientists began to study on sunlight, wind, river (hydro-power), biological processes and  geothermal as a means of providing more energy. Throughout the development of technology",International Conference on challenges in IT …,"['I Saritas', 'M Okay']"
"GeoThermalCloud: Cloud Fusion of Big Data and Multi-Physics Models using Machine Learning for Discovery, Exploration and Development of Hidden Geothermal …",2022,"Geothermal exploration and production are challenging, expensive and risky. The  GeoThermalCloud uses Machine Learning to predict the location of hidden geothermal resources.",NA,['B Ahmmed']
The Effect of Different Polyaniline Types in Silicon Dioxide Containing Coatings for Carbon Steel Protection in Artificial Geothermal Brines,2019,"and depth of a geothermal well, geothermal brines may contain  Geothermal power plant  development requires a careful  to its construction, because geothermal brine is an aggressive",NACE CORROSION,"['G Aristia', 'C Roth', 'LQ Hoa', 'R Bäßler']"
"K., O., & Gudmundsdottir, H.(2022). Recent Trends in Artificial Intelligence for Subsurface Geothermal Applications",NA,,NA,"['J Aljubran', 'C Nwosu', 'E Okoroafor', 'C Smith']"
